corp_id,corp_name,schl_id,schl_name,bio_prof_pct
6080,Rising Sun-Ohio Co Com,6512,Ohio County Middle School,0.333
6080,Rising Sun-Ohio Co Com,6513,Rising Sun High School,0.074
6145,Orleans Community Schools,6573,Orleans Jr-Sr High School,0.279
6155,Paoli Community School Corp,6581,Paoli Jr & Sr High School,0.185
6160,Springs Valley Com School Corp,6589,Springs Valley Comm High School,0.353
6195,Spencer-Owen Community Schools,6613,Owen Valley Community High School,0.129
6260,Southwest Parke Com Sch Corp,6627,Riverton Parke Jr-Sr High School,0.051
6325,Perry Central Com Schools Corp,6708,Perry Central Jr-Sr High School,0.282
6340,Cannelton City Schools,6733,Cannelton Elementary & High School,0.308
6350,Tell City-Troy Twp School Corp,6741,Tell City Jr-Sr High School,0.255
6375,North Central Parke Comm Schl Corp,6654,Parke Heritage High School,0.278
6445,Pike County School Corp,6763,Pike Central High School,0.155
6460,MSD Boone Township,6813,Hebron High School,0.287
6470,Duneland School Corporation,6925,Chesterton Senior High School,0.29
6470,Duneland School Corporation,6926,Trojan Virtual Academy,0
6470,Duneland School Corporation,6930,Chesterton Middle School,0.723
6510,East Porter County School Corp,6825,Morgan Township Middle/High School,0.659
6510,East Porter County School Corp,6833,Kouts Middle/High School,0.306
6510,East Porter County School Corp,6849,Washington Twp Middle/High School,0.667
6520,Porter Township School Corp,6838,Boone Grove High School,0.301
6520,Porter Township School Corp,6839,Boone Grove Middle School,NA
6530,Union Township School Corp,6841,Wheeler High School,0.506
6550,Portage Township Schools,6853,Portage High School,0.113
6550,Portage Township Schools,6859,William Fegely Middle School,0.523
6550,Portage Township Schools,6871,Willowcreek Middle School,0.571
6560,Valparaiso Community Schools,6881,Valparaiso High School,0.333
6560,Valparaiso Community Schools,6885,Benjamin Franklin Middle School,0.94
6560,Valparaiso Community Schools,6887,Thomas Jefferson Middle School,0.824
6590,MSD Mount Vernon,6949,Mount Vernon High School,0.304
6600,MSD North Posey Co Schools,6975,North Posey High School,0.178
6620,Eastern Pulaski Community Sch Corp,6997,Winamac Community High School,0.12
6630,West Central School Corp,7025,West Central Senior High School,0.153
6705,South Putnam Community Schools,7071,South Putnam High School,0.409
6715,North Putnam Community Schools,7061,North Putnam Sr High School,0.395
6750,Cloverdale Community Schools,7077,Cloverdale High School,0.174
6755,Greencastle Community School Corp,7089,Greencastle High School,0.306
6795,Union School Corporation,7119,Union Junior & High School,0.16
6795,Union School Corporation,7122,Indiana Digital Elementary,NA
6795,Union School Corporation,7131,Indiana Digital JR and High School,0.086
6795,Union School Corporation,7142,Indiana Digital Alternative School,0.015
6805,Randolph Southern School Corp,7121,Randolph Southern Jr-Sr High Sch,0.161
6820,Monroe Central School Corp,7151,Monroe Central Jr-Sr High School,0.282
6825,Randolph Central School Corp,7125,Winchester Community High School,0.189
6835,Randolph Eastern School Corp,7161,Union City Community Jr/Sr High,0.074
6865,South Ripley Com Sch Corp,7182,South Ripley High School,0.113
6895,Batesville Community School Corp,7217,Batesville High School,0.226
6895,Batesville Community School Corp,7219,Batesville Middle School,0.949
6900,Jac-Cen-Del Community Sch Corp,7193,Jac-Cen-Del MS/HS,0.053
6910,Milan Community Schools,7205,Milan High School,0.161
6995,Rush County Schools,7285,Rushville Consolidated High School,0.227
7150,John Glenn School Corporation,7453,John Glenn High School,0.415
7175,Penn-Harris-Madison School Corp,7353,Penn High School,0.541
7200,School City of Mishawaka,7461,Mishawaka High School,0.158
7200,School City of Mishawaka,7467,Oaklawn Campus Program,NA
7205,South Bend Community School Corp,7248,South Bend Virtual School,NA
7205,South Bend Community School Corp,7421,Clay High School,0.076
7205,South Bend Community School Corp,7505,Adams High School,0.163
7205,South Bend Community School Corp,7513,Riley High School,0.095
7205,South Bend Community School Corp,7517,Washington High School,0.023
7205,South Bend Community School Corp,7534,Rise Up Academy at Eggleston,NA
7205,South Bend Community School Corp,7632,Juvenile Justice Center,NA
7215,Union-North United School Corp,7399,LaVille Jr-Sr High School,0.327
7230,Scott County School District 1,7629,Austin High School,0.173
7255,Scott County School District 2,7641,Scottsburg Senior High School,0.102
7285,Shelby Eastern Schools,7661,Morristown Jr-Sr High School,0.226
7285,Shelby Eastern Schools,7665,Waldron Jr-Sr High School,0.15
7350,Northwestern Con School Corp,7689,Triton Central High School,0.403
7360,Southwestern Con Sch Shelby Co,7701,Southwestern High School,0.114
7365,Shelbyville Central Schools,7717,Shelbyville Sr High School,0.159
7365,Shelbyville Central Schools,7721,Shelbyville Middle School,0.686
7385,North Spencer County Sch Corp,7759,Heritage Hills High School,0.5
7445,South Spencer County Sch Corp,7795,South Spencer High School,0.286
7495,Oregon-Davis School Corp,7831,Oregon-Davis Jr-Sr High School,0.136
7515,North Judson-San Pierre Sch Corp,7849,N Judson-San Pierre Jr Sr High Sch,0.217
7525,Knox Community School Corp,7833,Knox Community High School,0.138
7525,Knox Community School Corp,7837,Knox Community Middle School,0.35
7605,Fremont Community Schools,7877,Fremont High School,0.613
7610,Hamilton Community Schools,7885,Hamilton Community High School,0.091
7615,MSD Steuben County,7893,Angola High School,0.229
7615,MSD Steuben County,7895,Angola Middle School,0.784
7645,Northeast School Corp,7917,North Central Jr/Sr High School,0.203
7715,Southwest School Corporation,7954,Carlisle Middle School,0.778
7715,Southwest School Corporation,7957,Sullivan High School,0.191
7715,Southwest School Corporation,7961,Sullivan Middle School,0.5
7775,Switzerland County School Corp,7993,Switzerland Co Senior High School,0.18
7855,Lafayette School Corporation,8069,Jefferson High School,0.181
7855,Lafayette School Corporation,8077,Lafayette Tecumseh Jr High School,1
7865,Tippecanoe School Corp,8003,McCutcheon High School,0.246
7865,Tippecanoe School Corp,8029,William Henry Harrison High School,0.482
7875,West Lafayette Com School Corp,8129,West Lafayette Jr/Sr High School,0.61
7935,Tri-Central Community Schools,8155,Tri Central Middle-High School,0.258
7945,Tipton Community School Corp,8177,Tipton High School,0.126
7950,Union Co/Clg Corner Joint Sch Dist,8193,Union County High School,0.224
7995,Evansville Vanderburgh School Corp,8207,EVSC Virtual Academy,0.278
7995,Evansville Vanderburgh School Corp,8237,Benjamin Bosse High School,0.135
7995,Evansville Vanderburgh School Corp,8241,Central High School,0.275
7995,Evansville Vanderburgh School Corp,8245,Francis Joseph Reitz High School,0.386
7995,Evansville Vanderburgh School Corp,8253,North High School,0.37
7995,Evansville Vanderburgh School Corp,8270,Academy for Innovative Studies,0
7995,Evansville Vanderburgh School Corp,8271,Harwood Career Prep High School,0
7995,Evansville Vanderburgh School Corp,8311,William Henry Harrison High School,0.17
7995,Evansville Vanderburgh School Corp,8326,New Tech Institute,0.361
7995,Evansville Vanderburgh School Corp,8345,Perry Heights Middle School,NA
8010,North Vermillion Com Sch Corp,8394,North Vermillion High School,0.226
8020,South Vermillion Com Sch Corp,8432,South Vermillion High School,0.211
8030,Vigo County School Corp,8441,Terre Haute North Vigo High School,0.24
8030,Vigo County School Corp,8453,West Vigo High School,0.306
8030,Vigo County School Corp,8457,Terre Haute South Vigo High School,0.195
8030,Vigo County School Corp,8483,Vigo Virtual School Academy,0.182
8030,Vigo County School Corp,8611,Booker T Washington Alt Sch,0
8045,Manchester Community Schools,8625,Manchester Jr-Sr High School,0.314
8050,MSD Wabash County Schools,8651,Northfield Jr-Sr High School,0.241
8050,MSD Wabash County Schools,8655,Southwood Jr-Sr High School,0.482
8050,MSD Wabash County Schools,8673,White's Jr-Sr High School,NA
8060,Wabash City Schools,8693,Wabash High School,0.089
8060,Wabash City Schools,8694,Wabash Middle School,0.625
8115,MSD Warren County,8737,Seeger Memorial Jr-Sr High School,0.436
8130,Warrick County School Corp,8772,Tecumseh High School,0.292
8130,Warrick County School Corp,8789,Boonville High School,0.302
8130,Warrick County School Corp,8809,Castle High School,0.481
8205,Salem Community Schools,8857,Salem High School,0.163
8215,East Washington School Corp,8905,Eastern High School,0.087
8220,West Washington School Corp,8869,West Washington Jr-Sr High School,0.261
8305,Nettle Creek School Corporation,8985,Hagerstown Jr-Sr High School,0.304
8355,Western Wayne Schools,8961,Lincoln Middle/ High School,0.211
8355,Western Wayne Schools,8965,Lincoln Middle School,NA
8360,Centerville-Abington Com Schs,8981,Centerville Sr High School,0.32
8375,Northeastern Wayne Schools,8927,Northeastern High School,0.163
8385,Richmond Community Schools,8993,Richmond High School,0.156
8425,Southern Wells Com Schools,9058,Southern Wells Jr-Sr High School,0.362
8435,Northern Wells Community Schools,9087,Norwell High School,0.321
8445,MSD Bluffton-Harrison,9089,Bluffton High School,0.429
8515,North White School Corp,9135,North White High School,0.13
8525,Frontier School Corporation,9137,Frontier Jr-Sr High School,0.189
8535,Tri-County School Corporation,9141,Tri-County Jr/Sr High School,0.278
8565,Twin Lakes School Corp,9149,Twin Lakes Senior High School,0.277
8625,Smith-Green Community Schools,9193,Churubusco Jr-Sr High School,0.276
8635,Purdue Polytechnic High Sch North,7782,Purdue Polytechnic High Sch North,0.179
8655,Excel Center - Bloomington,4209,Excel Center - Bloomington,NA
8665,Whitley County Con Schools,9187,Columbia City High School,0.306
8690,Dynamic Minds Academy,8692,Dynamic Minds Academy,0.2
8940,James and Rosemary Phalen Leadership Academy High School,9961,James and Rosemary Phalen Leadership Academy High School,0.035
8960,Purdue Polytechnic High School South Bend,9963,Purdue Polytechnic High School South Bend,0.212
8970,GEO Next Generation Academy,9966,GEO Next Generation Academy,0
9000,Phalen Virtual Leadership Academy,9992,Phalen Virtual Leadership Academy,0.023
9015,Purdue Polytechnic High School Ind,4271,Purdue Polytechnic High School Ind,0.022
9035,Indiana Connections Career Academy,7947,Indiana Connections Career Academy,0.229
9050,Excel Center - Clarksville,2006,Excel Center - Clarksville,0
9100,Indiana Department of Correction,5055,Pendleton Juvenile Correctional,NA
9120,Hoosier College and Career Academy,2528,Hoosier College and Career Academy,0.066
9135,KIPP Indy Legacy High,9138,KIPP Indy Legacy High,0.118
9140,BELIEVE Circle City High School,9994,BELIEVE Circle City High School,0.241
9145,Herron-Riverside High School,1122,Herron-Riverside High School,0.266
9160,Excel Center - Muncie,1016,Excel Center - Muncie,NA
9170,Rooted School Indianapolis,9997,Rooted School Indianapolis,0.04
9200,Archdiocese of Indianapolis,A575,Our Lady Of Providence High School,0.524
9200,Archdiocese of Indianapolis,B265,Saint Michael School,NA
9200,Archdiocese of Indianapolis,B505,Shawe Memorial High School,0.472
9200,Archdiocese of Indianapolis,C320,Roncalli High School,0.517
9200,Archdiocese of Indianapolis,C623,Providence Cristo Rey High School,0.053
9200,Archdiocese of Indianapolis,C650,St Michael St Gabriel Archangels School,0.238
9200,Archdiocese of Indianapolis,C700,Cathedral High School,0.427
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,0.384
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,0.261
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,0.2
9200,Archdiocese of Indianapolis,D130,Saint Louis School,0.643
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,0.852
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,0.412
9205,Diocese of Gary,B760,Andrean High School,0.378
9205,Diocese of Gary,B780,Saint John Evangelist School,0.583
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,NA
9205,Diocese of Gary,B970,Bishop Noll Institute,0.319
9205,Diocese of Gary,C060,Saint Thomas More School,0.585
9205,Diocese of Gary,C125,Marquette Catholic High School,0.369
9205,Diocese of Gary,D085,Saint Paul Catholic School,NA
9210,Diocese of Lafayette Catholic Sch,A795,St. Michael Catholic School,NA
9210,Diocese of Lafayette Catholic Sch,B249,Guerin Catholic High School,0.65
9210,Diocese of Lafayette Catholic Sch,D415,Central Catholic Jr-Sr High School,0.654
9215,Diocese of Evansville,A660,Washington Catholic Mid/High Sch,0.583
9215,Diocese of Evansville,A871,Holy Trinity Catholic School,0.783
9215,Diocese of Evansville,B560,Rivet Middle & High School,0.143
9215,Diocese of Evansville,D530,Mater Dei High School,0.375
9215,Diocese of Evansville,D535,Reitz Memorial High School,0.543
9220,Diocese of Fort Wayne - South Bend,A120,Bishop Dwenger High School,0.423
9220,Diocese of Fort Wayne - South Bend,A125,Bishop Luers High School,0.291
9220,Diocese of Fort Wayne - South Bend,D165,Marian High School,0.457
9220,Diocese of Fort Wayne - South Bend,D225,Saint Joseph High School,0.431
9230,Lutheran Schools of Indiana,A195,Concordia Lutheran High School,0.529
9230,Lutheran Schools of Indiana,A205,Concordia Lutheran School,NA
9230,Lutheran Schools of Indiana,B452,Trinity Lutheran High School,0.286
9230,Lutheran Schools of Indiana,C270,Lutheran High School,0.176
9230,Lutheran Schools of Indiana,D090,Immanuel Lutheran School,NA
9305,Excel Center - Richmond,9012,Excel Center - Richmond,NA
9315,Signature School Inc,8295,Signature School Inc,0.916
9320,Community Montessori Inc,1536,Community Montessori,0.237
9325,Options Charter Schools,2524,Options Westfield,0.043
9325,Options Charter Schools,2551,Options Noblesville,0.118
9325,Options Charter Schools,9329,Options Indiana,0.18
9330,Irvington Community School,1537,Irvington Community School,0.174
9355,Excel Center - Kokomo,2976,Excel Center - Kokomo,0
9380,Christel House Academy South,9709,Christel House Watanabe Manual High School,0.079
9385,Christel House DORS,5532,Christel House DORS,NA
9445,Charles A Tindley Accelerated Sch,6208,Charles A Tindley Accelerated Sch,0
9460,Thea Bowman Leadership Academy,4022,Thea Bowman Leadership Academy,0.032
9505,Indiana Agriculture and Technology,5472,Indiana Agriculture and Technology,0.081
9535,Gary Lighthouse Charter School,4130,Gary Lighthouse Charter School,0
9545,21st Century Charter Sch of Gary,4164,21st Century Charter Sch of Gary,0.028
9575,Victory College Prep,5523,Victory College Prep,0.208
9605,IN Sch for the Blind & Vis Imprd,C460,IN Sch for the Blind & Vis Imprd,NA
9610,Indiana School For The Deaf,C695,Indiana School For The Deaf,0.1
9620,Burris Laboratory School,1441,Burris Laboratory School,0.397
9650,Herron Charter,5724,Herron High School,0.544
9670,Indianapolis Metropolitan High Sch,5664,Indianapolis Metropolitan High Sch,0
9705,Hammond Academy of Science & Tech,4486,Hammond Academy of Science & Tech,0.109
9730,Neighbors' New Vistas High School,6864,Neighbors' New Vistas High School,NA
9750,Excel Center - Anderson,4904,Excel Center - Anderson,NA
9760,Smith Academy for Excellence,0242,Smith Academy for Excellence,NA
9790,Anderson Preparatory Academy,5092,Anderson Preparatory Academy,0.226
9840,Excel Center - University Heights,5749,Excel Center - University Heights,NA
9875,Rock Creek Community Academy,0771,Rock Creek Community Academy,0.341
9880,Career Academy High School,7567,Career Academy High School,0.069
9895,IN Math & Science Academy - North,5444,IN Math & Science Academy - North,0.053
9905,Indiana Connections Academy,7944,Indiana Connections Academy,0.207
9910,Excel Center for Adult Learners,5669,Excel Center For Adult Learners,NA
9920,Damar Charter Academy,5191,Damar Charter Academy,NA
9950,Dugger Union Community School Corp,7952,Dugger Union Community School Corp,0.067
9965,Career Academy Middle School,7563,Career Academy Middle School,0.481
9980,Steel City Academy,1113,Steel City Academy,0.059
9985,Seven Oaks Classical School,1114,Seven Oaks Classical School,0.655
9995,Excel Center - Shelbyville,1117,Excel Center - Shelbyville,NA
-999,Independent Non-Public Schools,A004,Hagia Sophia Classical Academy,NA
-999,Independent Non-Public Schools,A042,River Montessori High School,0.545
-999,Independent Non-Public Schools,A122,Illiana Christian High School,0.493
-999,Independent Non-Public Schools,A126,Edinburgh Christian School,NA
-999,Independent Non-Public Schools,A149,Apogee School For The Gifted,NA
-999,Independent Non-Public Schools,A170,Blackhawk Christian Mdl/High Sch,0.727
-999,Independent Non-Public Schools,A236,Cornerstone College Prep Sch,NA
-999,Independent Non-Public Schools,A303,FaithPrep Indiana,NA
-999,Independent Non-Public Schools,A304,GEO Focus Academy,0.19
-999,Independent Non-Public Schools,A450,Columbus Christian School Inc,0.273
-999,Independent Non-Public Schools,A740,Lakewood Park Christian School,0.191
-999,Independent Non-Public Schools,A746,Heritage Hall Christian School,NA
-999,Independent Non-Public Schools,A875,Clinton Christian School,0.636
-999,Independent Non-Public Schools,A990,Elkhart Christian Academy,0.408
-999,Independent Non-Public Schools,B009,The Crossing Educational Center,0.01
-999,Independent Non-Public Schools,B015,Bethany Christian School,0.679
-999,Independent Non-Public Schools,B045,Christian Academy of Indiana,0.447
-999,Independent Non-Public Schools,B136,The King's Academy,0.214
-999,Independent Non-Public Schools,B160,Eman Schools,0.571
-999,Independent Non-Public Schools,B161,Fishers Christian Academy,0.455
-999,Independent Non-Public Schools,B167,Paddock View Residential Center,NA
-999,Independent Non-Public Schools,B190,Indiana Academy,0.053
-999,Independent Non-Public Schools,B248,Legacy Christian School,0.538
-999,Independent Non-Public Schools,B290,Bethesda Christian School,0.324
-999,Independent Non-Public Schools,B299,Legacy Learning Center,0.25
-999,Independent Non-Public Schools,B455,Sandy Creek Christian Academy,0.25
-999,Independent Non-Public Schools,B469,DeMotte Christian High School,0.318
-999,Independent Non-Public Schools,B483,Jay County Christian Academy,0.222
-999,Independent Non-Public Schools,B493,Christian Academy of Madison,NA
-999,Independent Non-Public Schools,B595,Lakeland Christian Academy,0.417
-999,Independent Non-Public Schools,B815,Calumet Christian School,0.129
-999,Independent Non-Public Schools,C175,Indiana Christian Academy,0.235
-999,Independent Non-Public Schools,C225,Liberty Christian School,0.149
-999,Independent Non-Public Schools,C275,Heritage Christian School,0.449
-999,Independent Non-Public Schools,C282,Horizon Christian School,0.333
-999,Independent Non-Public Schools,C325,Suburban Christian School,0.034
-999,Independent Non-Public Schools,C360,Brebeuf Jesuit Preparatory School,0.7
-999,Independent Non-Public Schools,C375,Traders Point Christian Schools,0.556
-999,Independent Non-Public Schools,C495,Colonial Christian School,0.429
-999,Independent Non-Public Schools,C514,Crosspointe Christian Academy,0.182
-999,Independent Non-Public Schools,C527,Covenant Christian High School,0.468
-999,Independent Non-Public Schools,C561,Trinity Christian School,0.029
-999,Independent Non-Public Schools,C575,Central Christian Academy,0.15
-999,Independent Non-Public Schools,C580,Calvary Christian School,0.333
-999,Independent Non-Public Schools,C589,The Independence Academy,0.273
-999,Independent Non-Public Schools,C628,MTI School of Knowledge,0.231
-999,Independent Non-Public Schools,C677,International Sch of IN HS (9-12),0.48
-999,Independent Non-Public Schools,C910,Covenant Christian School,0.095
-999,Independent Non-Public Schools,C927,Lighthouse Christian Academy,0.778
-999,Independent Non-Public Schools,C940,Tabernacle Christian School,0.387
-999,Independent Non-Public Schools,C954,Greenwood Christian Academy High School,0.517
-999,Independent Non-Public Schools,C965,Mooresville Christian Academy,0.133
-999,Independent Non-Public Schools,D056,Shults-Lewis Child & Family Srvs,NA
-999,Independent Non-Public Schools,D073,Victory Christian Academy,0.25
-999,Independent Non-Public Schools,D080,Portage Christian School,0.226
-999,Independent Non-Public Schools,D196,Bais Yaakov High School of Indiana,NA
-999,Independent Non-Public Schools,D217,Trinity School At Greenlawn,0.5
-999,Independent Non-Public Schools,D249,New Vision Christian Academy,NA
-999,Independent Non-Public Schools,D281,Yeshiva of South Bend,NA
-999,Independent Non-Public Schools,D305,Community Baptist Christian School,0.3
-999,Independent Non-Public Schools,D310,Granger Christian School,0.545
-999,Independent Non-Public Schools,D452,Faith Christian School,0.55
-999,Independent Non-Public Schools,D489,Evansville Christian Sch Newburgh,0.662
-999,Independent Non-Public Schools,D525,Evansville Day School,0.857
-999,Independent Non-Public Schools,D907,T.R.O.Y. Center,NA
-999,Independent Non-Public Schools,D913,Israel School of Excellence,NA
-999,Independent Non-Public Schools,D914,International Leadership Schools,0.053
